Acc-1,Acc-2,Acc-3,Gps-1,Gps-2,Gyr-1,Gyr-2,Gyr-3,Lum-1,MagF-1,MagF-2,MagF-3,Class
3.132813,2.700660,9.181764,-21.928140,-50.492123,-0.247859,-0.249920,-0.228464,298.000000,8.002500,6.502500,8.497499,1
3.424906,1.066617,8.423999,-21.928146,-50.492107,0.312916,2.021277,0.906524,339.000000,8.797500,-2.197500,10.597500,1
0.281319,1.331176,9.569624,-21.928127,-50.492090,-0.001069,0.001756,-0.000611,229.000000,2.797500,-4.897500,13.597500,1
0.313640,1.246182,9.613917,-21.928122,-50.492092,-0.002291,0.003589,0.000611,182.000000,2.902500,-4.897500,13.702499,1
0.428562,1.182736,9.633071,-21.928123,-50.492096,-0.001680,0.001756,0.000611,174.000000,2.797500,-4.702500,13.402500,1
0.362722,1.306037,9.604341,-21.928135,-50.492123,0.000764,-0.000076,0.002443,183.000000,2.700000,-4.897500,13.597500,1
0.409408,1.254562,9.611523,-21.928127,-50.492130,-0.001069,-0.001298,0.001222,206.000000,2.700000,-4.800000,13.500000,1
0.371101,1.249773,9.611523,-21.928120,-50.492140,-0.000458,0.001145,0.000611,208.000000,2.797500,-4.897500,13.597500,1
0.353145,1.242591,9.611523,-21.928108,-50.492150,-0.000076,-0.000535,-0.000153,209.000000,2.700000,-4.800000,13.702499,1
0.372298,1.231817,9.616311,-21.928106,-50.492153,-0.000687,-0.000382,0.000458,209.000000,2.700000,-4.897500,13.799999,1
0.350751,1.235408,9.605537,-21.928104,-50.492153,0.000000,-0.001298,0.001298,206.000000,2.700000,-4.897500,13.500000,1
0.384269,1.265336,9.598354,-21.928104,-50.492150,0.001833,-0.002520,0.000687,204.000000,2.700000,-4.800000,13.402500,1
0.363919,1.243788,9.607931,-21.928110,-50.492126,-0.001222,0.001145,-0.001145,204.000000,2.602500,-4.897500,13.297500,1
0.380678,1.212663,9.630676,-21.928112,-50.492120,0.001222,-0.004352,0.001298,198.000000,2.700000,-4.897500,13.500000,1
0.362722,1.223437,9.619903,-21.928112,-50.492115,0.000611,-0.000687,0.001909,199.000000,2.700000,-4.897500,13.500000,1
0.424971,1.261744,9.617508,-21.928112,-50.492115,0.000611,0.001145,0.000076,193.000000,2.700000,-4.897500,13.597500,1
0.304064,1.221043,9.628283,-21.928112,-50.492104,-0.000611,0.002367,-0.002367,191.000000,2.902500,-4.897500,13.500000,1
0.359130,1.258153,9.628283,-21.928112,-50.492104,0.000000,0.000535,-0.000535,182.000000,2.797500,-5.002500,13.897500,1
0.298078,1.240197,9.612720,-21.928110,-50.492100,-0.000611,0.002367,-0.001756,165.000000,2.700000,-4.897500,13.200000,1
0.298078,1.228226,9.610326,-21.928110,-50.492085,-0.000611,-0.000687,0.001909,126.000000,2.902500,-4.897500,13.702499,1
0.312443,1.231817,9.618706,-21.928116,-50.492070,-0.000611,0.001145,-0.001756,118.000000,2.700000,-4.800000,13.597500,1
0.407014,1.247379,9.624691,-21.928125,-50.492058,-0.001222,-0.000076,-0.001145,120.000000,2.700000,-4.897500,13.897500,1
0.393846,1.227028,9.635465,-21.928131,-50.492050,0.000000,-0.000687,-0.000535,140.000000,2.602500,-5.002500,13.597500,1
0.395043,1.230620,9.627085,-21.928130,-50.492054,0.000000,-0.000687,0.000076,154.000000,2.797500,-4.897500,13.799999,1
0.475249,1.219846,9.624691,-21.928123,-50.492058,-0.000611,-0.003131,0.000687,163.000000,2.797500,-4.800000,13.597500,1
0.391452,1.248576,9.624691,-21.928120,-50.492060,0.000000,-0.000076,0.000687,219.000000,2.797500,-4.897500,13.702499,1

