Acc-1,Acc-2,Acc-3,Gps-1,Gps-2,Gyr-1,Gyr-2,Gyr-3,MagF-1,MagF-2,MagF-3,Class
-0.25258827,-8.6813755,3.393781,-21.928095,-50.490574,-0.5627596,-2.7218628,-0.041309763,1.5675,-15.9675,-18.7425,1
-0.9528923,-5.7963624,2.801216,-21.928097,-50.4906,1.9955441,4.563316,-1.0871111,3.6675,-15.997499,-18.4125,1
11.311406,-6.8893156,-28.842947,-21.928095,-50.490627,-0.066737026,-2.7915015,0.29039007,-3.5549998,-18.0675,-16.5675,1
-1.2066777,-39.221813,11.733982,-21.928102,-50.490704,-0.03313944,-2.235614,-3.9422953,2.4225,-15.75,-17.7675,1
-3.5302503,3.7816415,-13.408727,-21.928133,-50.490856,-2.5230262,-2.4182627,0.34720054,-1.2375,-14.7675,-19.5,1
3.107674,-28.195316,7.1287355,-21.928148,-50.490936,5.109735,-3.2343788,7.827245,-4.7025,-18.1125,-15.9825,1
10.78947,0.94451255,-4.999093,-21.92815,-50.49098,-1.5865698,-0.15439619,-1.1885147,-3.405,-17.797499,-16.335,1
-0.58777654,-11.34253,2.2397757,-21.92817,-50.491043,-1.055117,-2.9698741,-0.58925587,1.5525,-15.5175,-19.2675,1
-1.3694834,-4.9440265,-0.14724341,-21.928188,-50.491165,-0.86391616,-2.1201606,-1.1084913,1.6125,-12.2699995,-20.3475,1
0.09935937,-9.539697,-6.307524,-21.928204,-50.491287,-2.2175937,1.2078333,-1.4652367,-5.5274997,-16.6275,-17.4375,1
-0.29448682,-2.504335,7.487866,-21.928207,-50.491314,2.8586967,-0.15561792,-1.7608954,6.555,-19.5,12.2625,1
1.4041992,4.0438066,14.101848,-21.928211,-50.491386,0.37797287,-0.15195273,0.11018482,20.137499,8.88,5.9625,1
-1.9273324,3.110068,12.898762,-21.928207,-50.491394,0.43172902,-0.6382015,0.29222265,17.699999,7.2,11.9025,1
-4.6112323,0.92416185,6.623559,-21.928207,-50.491405,-0.20234911,-0.6516405,0.49441907,13.2,10.5,13.4025,1
0.1352724,4.3287168,9.861717,-21.928205,-50.491413,0.54534996,0.6733262,-0.4078289,18.6,6.3975,10.2,1
-0.22625206,4.2066126,8.92319,-21.928205,-50.49142,-0.05085453,-0.08903361,-0.2514474,18.9,7.5,9.0975,1
-1.0510546,3.763685,9.303867,-21.92821,-50.49143,0.07315111,-0.016340645,0.022220224,18.3,7.2,11.0025,1
-1.067814,3.478775,9.010578,-21.92821,-50.49143,-0.20540343,0.12415836,0.48342347,17.9025,5.7974997,12.5025,1
-0.25258827,3.6607344,8.983045,-21.928211,-50.49143,-0.19807306,0.11682798,0.02893974,18.9,8.3025,8.7,1
-0.35194764,3.3913867,8.791509,-21.928213,-50.49143,-0.08384126,-0.050549097,0.02405282,18.3,8.4,9.599999,1

